licitacao,proponente, situacao
5322419,15161782000118,0
5322419,30096761000150,0
5322419,28697127000120,1
5325419,9477971000100,0
5325419,35715234000876,1
1421319,24118945000170,1
1421319,3115654000159,1
5329219,9600404000190,1
5331919,15659814000100,0
5331919,9210219000190,1
5332119,4826424000160,1
5332119,8766222000121,1
5332119,8883446000113,1
5332519,7772269000135,1
1423019,19296355000106,1
1423019,2596872000190,1
5333219,2413880000153,1
5333919,3395396000101,1
5334319,8160290000142,1
5335219,19464948000126,0
5335219,32272659000193,0
5335219,70106513000167,0
5335219,18044711000123,0
5335219,20335256000167,0
5335219,13440646000131,1
5335219,24279655000109,1
5335419,21820153000155,1
5335419,24279655000109,1
1423819,16613449000165,1
5337119,7227808000155,1
5338519,11426166000190,1
5338819,4742988000115,1
5339819,11500957000113,1
1424619,40787152000109,1
1424619,9260831000177,1
5340119,11427407000116,1
5340119,40964066000116,1
5342219,32609156000160,0
5342219,21933413000107,0
5342219,20949329000100,0
5342219,22751736000134,0
5342219,24414236000132,0
5342219,13962001000169,0
5342219,8651840000126,1
5344119,10754828000199,0
5344119,35715234000876,1
5344619,24710941000187,1
5344819,8750646000106,0
5344819,7046164000107,1
1425519,8541500000142,1
5346519,14665975000143,1
5346719,13754527000153,1
5346919,3111830000184,1
5349519,27762169000135,0
5349519,14977470000114,0
5349519,28536867000185,0
5349519,34265328000151,1
5350419,10464359000173,1
5351119,21784773000186,0
5351119,26743365000108,0
5351119,20256412000102,0
5351119,26520926000100,0
5351119,29884994000138,1
5351219,18833963000131,1
5351519,5672519000130,1
5351619,18833963000131,0
5351619,15409799000141,0
5351619,29819186000197,0
5351619,27722103000111,0
5351619,8792356000117,0
5351619,32185141000112,1
5351919,16520040000102,0
5351919,8438572000169,0
5351919,149706000110,0
5351919,24554773000188,0
5351919,2201535000156,0
5351919,2715056000158,1
5352119,33777036000135,0
5352119,27059166000130,1
5352619,5913968000122,1
1429919,16613449000165,1
5353719,7260815000159,0
5353719,4826424000160,1
5353719,1756582000101,1
5355319,4685950000158,1
5355519,622097000174,1
5357819,7479030000171,1
5358119,10714416000125,1
5358119,19464948000126,1
5358519,31157789000112,1
5358519,40964066000116,1
5358519,8060934000120,1
5358519,7239645000120,1
5358519,21062777000150,1
5358519,3538267000125,1
5358619,21399398000150,1
5358619,5997540000105,1
5358619,7905412000110,1
5358819,24747519000104,0
5358819,3538267000125,0
5358819,4654716000163,0
5358819,9183224000150,1
5358819,33932061000146,1
5358819,20873342000123,1
5358819,13344533000132,1
5358819,16693935000130,1
1431819,8602948000129,1
1431819,8449096000181,1
1431819,28302534000191,1
1431819,37227550000158,1
5359419,4866656000142,0
5359419,17792470000138,1
5360319,20290704000153,1
5361019,35586809000121,1
5361219,3255805000174,1
5362819,5316165000190,1
5363319,7936090000176,1
5364019,30999688000126,1
5364119,7239645000120,0
5364119,31070140000160,1
5364119,18995457000149,1
5364119,19918905000173,1
5364119,70114780000186,1
5364119,18296153000193,1
5364119,11427407000116,1
5364119,16501916000165,1
5364119,14402647000154,1
5364119,4679119000193,1
5364119,21062777000150,1
5364219,63478895000194,1
1434219,15161782000118,1
5365419,5502041000108,1
5365519,4667686000120,1
5365619,3735897000190,1
5365819,20625410000135,1
5365819,7702379000120,1
5366019,16707246000138,1
5366219,14118455000110,0
5366219,26803440000170,1
5366419,7553129000176,1
5367019,10359279000158,1
