licitacao, proponente, situacao
3766119,7280000000000,1
3767219,13900000000000,1
3777019,20900000000000,1
3781419,18900000000000,0
3781419,31600000000000,0
3781419,13500000000000,0
3781419,10600000000000,0
3781419,15200000000000,1
3783119,29800000000000,1
3786919,7190000000000,1
3787119,11000000000000,1
3787919,14700000000000,1
3798519,18900000000000,0
3798519,3440000000000,1
3800619,412000000000,1
3813119,32800000000000,1
3821119,70100000000000,0
3821119,21900000000000,0
3821119,19500000000000,1
3821519,27100000000000,0
3821519,22500000000000,1
3822619,30100000000000,1
3830419,3500000000000,1
3835919,10600000000000,1
3842419,10300000000000,1
3842719,7590000000000,1
3848119,11000000000000,1
3859019,26800000000000,0
3859019,30200000000000,1
